param n_J := 50;
param n_I := 10;

param d : 1 2 3 4 5 6 7 8 9 10  := 
1	260 239 418 557 346 161 288 568 379 392 
2	672 268 122 295 344 143 393 29 656 654 
3	235 329 640 517 329 524 318 516 79 414 
4	458 758 28 167 504 502 475 226 94 422 
5	303 139 362 519 494 88 468 72 370 68 
6	580 484 34 386 180 522 338 636 523 28 
7	646 652 319 423 712 242 486 401 551 812 
8	155 585 482 604 200 284 80 195 426 107 
9	387 516 374 234 495 584 612 239 392 507 
10	145 459 104 286 701 463 467 349 574 344 
11	335 212 369 258 455 348 33 302 181 329 
12	363 504 376 99 502 262 140 310 335 466 
13	249 285 328 263 149 274 345 337 288 284 
14	140 467 338 215 192 243 267 403 244 162 
15	202 270 411 267 364 400 156 356 248 348 
16	415 347 240 474 179 336 281 603 442 219 
17	666 451 117 338 525 59 428 205 611 738 
18	84 451 569 559 229 409 135 367 241 261 
19	414 653 170 94 496 540 541 97 218 456 
20	174 286 180 406 598 258 461 142 466 138 
21	363 276 603 349 694 441 258 73 120 564 
22	218 576 582 204 519 484 108 474 294 237 
23	487 256 354 23 383 432 586 532 432 508 
24	235 524 519 442 138 9 72 631 402 80 
25	441 385 651 424 200 552 141 550 179 543 
26	624 507 173 228 365 598 323 548 489 157 
27	516 746 464 410 779 357 436 501 399 748 
28	268 594 317 529 184 113 255 25 509 88 
29	281 332 492 326 394 510 559 408 466 449 
30	190 522 288 118 671 580 375 480 560 474 
31	677 554 409 90 593 691 374 436 467 387 
32	340 847 643 434 846 523 405 632 200 648 
33	451 610 104 440 311 132 476 237 622 309 
34	222 124 642 479 293 425 498 614 576 401 
35	361 612 519 132 626 720 297 644 551 637 
36	382 354 782 540 850 490 422 186 240 742 
37	340 587 700 345 493 622 274 567 458 61 
38	646 276 533 180 562 625 751 724 518 693 
39	428 702 620 586 328 197 147 770 501 256 
40	614 460 817 617 113 627 334 659 223 652 
41	101 162 566 607 519 14 320 505 316 535 
42	642 155 295 276 180 296 356 148 664 538 
43	378 203 673 453 423 607 477 630 108 539 
44	485 816 200 299 492 443 392 401 142 380 
45	422 83 528 600 368 161 460 244 269 242 
46	567 462 603 240 746 628 357 183 317 569 
47	54 774 701 355 730 585 268 626 96 381 
48	553 467 187 213 412 354 626 474 595 496 
49	213 345 660 537 137 209 289 718 555 245 
50	478 559 686 347 411 713 172 681 392 673 
;
